City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
Delhi,04-01-2016,339.8,586.2,133.95,2.97,27.9,91.2,496
Delhi,05-01-2016,318.1,535.3,118.81,2.85,30.24,131.4,528
Delhi,06-01-2016,305.51,524.01,103.78,3.37,25.78,135.04,538
Delhi,07-01-2016,391.54,587.23,96.36,3.39,26.47,186.07,535
Delhi,08-01-2016,339.87,540.86,67.85,2.34,14.19,150.8,603
Delhi,09-01-2016,158.43,324.64,60.63,2.38,17.94,100.54,408
Delhi,10-01-2016,183.24,345.68,68.86,2.14,24.96,130.02,368
Delhi,11-01-2016,227.13,411.6,76.4,2.88,23.98,140.72,404
Delhi,12-01-2016,195.21,381.19,78.61,2.06,24.06,131.63,444
Delhi,13-01-2016,248.59,399.59,73.18,1.62,16.73,95.93,356
Delhi,14-01-2016,196.87,339.06,55.91,1.35,11.82,97.98,397
Delhi,15-01-2016,178.8,259.53,45.85,1.39,10.86,81.66,371
Delhi,16-01-2016,138.86,220.21,41.92,1.55,11.25,67.4,311
Delhi,17-01-2016,179.48,268.5,58.56,1.45,15.89,78.01,321
Delhi,18-01-2016,269.05,451.43,78.22,2.4,15.42,107.94,424
Delhi,19-01-2016,278.2,430.74,61.04,3.82,12.59,104.61,435
Delhi,20-01-2016,272.1,415.38,56.67,1.84,14.75,100.12,455
Delhi,21-01-2016,196.83,318.08,52.83,1.68,11.99,91.52,398
Delhi,22-01-2016,290.66,418.92,73.9,1.94,17.13,136.52,399
Delhi,23-01-2016,294.3,480,78.21,2.13,16.81,147.56,469
Delhi,24-01-2016,303.5,446.28,64.55,2.6,14.74,132.54,488
Delhi,25-01-2016,217.05,362.08,66.89,1.32,16.09,103.53,401
Delhi,26-01-2016,308.75,462.91,80.14,1.7,17.97,139.27,446
Delhi,27-01-2016,255.94,424.11,87.93,2.03,17.09,142.54,456
Delhi,28-01-2016,283.03,463.03,90.45,2.09,23.63,151.6,451
Delhi,29-01-2016,311.08,498.38,117.07,2.54,29.99,175.04,501
Delhi,30-01-2016,285.83,450.72,111.19,2.54,27.94,157.74,505
Delhi,31-01-2016,242.05,291.16,46.17,1.77,12.4,75.74,437
Delhi,01-02-2016,121.4,193.5,60.12,1.08,16.33,90.99,305
Delhi,02-02-2016,135.31,242.87,63.6,1.14,19.08,94.8,292
Delhi,03-02-2016,136.87,273.78,61.81,1.11,24.23,95.15,306
Delhi,04-02-2016,130.76,269.21,67.45,1.47,23.7,85.13,300
Delhi,05-02-2016,206.72,383.25,86.15,1.82,30.2,121.22,371
Delhi,06-02-2016,224.94,348.14,85.86,2.6,26.22,149.67,408
Delhi,07-02-2016,170.45,249.91,72.61,1.28,20.74,95.23,343
Delhi,08-02-2016,119.57,186.86,57,1.26,19.21,74.61,301
Delhi,09-02-2016,181.76,261.7,65.45,1.46,19.53,106.92,322
Delhi,10-02-2016,216.55,341.38,81.98,2.02,21.61,129.76,368
Delhi,11-02-2016,150,270.49,70.99,1.88,21.25,93.1,349
Delhi,12-02-2016,146.03,296.27,79.43,1.56,26.86,117.2,334
Delhi,13-02-2016,110.89,228.81,56.05,2.14,20.94,101.47,333
Delhi,14-02-2016,103.57,177.49,61.73,1.11,29.71,89.22,257
Delhi,15-02-2016,115.7,219.52,66.8,1.88,27.44,93.47,265
Delhi,16-02-2016,123.22,216.09,65.75,1.25,29.19,95.46,297
Delhi,17-02-2016,135.38,236.15,80.76,1.36,37.35,89.38,289
Delhi,18-02-2016,148.75,217.16,76.11,1.41,26.28,90.48,310
Delhi,19-02-2016,207.1,307.38,66.45,1.76,32.25,108.89,366
Delhi,20-02-2016,150.89,225.66,47.72,1.48,20.15,84.64,345
Delhi,21-02-2016,76.12,137.44,30.51,1,10.43,73.2,228
Delhi,22-02-2016,88.73,137.44,41.47,1.02,20.79,75.96,213
Delhi,23-02-2016,86.17,194.61,56.77,1.41,21.27,95.32,208
Delhi,24-02-2016,177.64,309.47,117.04,2.07,50.44,200.41,319
Delhi,25-02-2016,131.69,232.45,81.93,1.6,21.19,97.56,315
Delhi,26-02-2016,129.66,236.27,76.82,1.63,21.44,115.84,293
Delhi,27-02-2016,144.98,245.96,86.59,1.78,24.43,117.3,342
Delhi,28-02-2016,163.92,263.73,76.43,1.98,21.63,130.99,338
Delhi,29-02-2016,170.12,255.34,76.4,1.99,17.63,137.57,344
Delhi,01-03-2016,213.62,299.88,102.02,2.43,25.49,138.3,370
Delhi,02-03-2016,175.63,244.58,102.23,1.94,25.53,157.07,365
Delhi,03-03-2016,165.22,264.31,100.71,2.61,33.45,113.89,348
Delhi,04-03-2016,115.55,201.71,60.47,1.36,16.6,103.88,312
Delhi,05-03-2016,53,129.37,48.15,0.73,19.05,84.88,214
Delhi,06-03-2016,47.43,60.61,55.78,0.86,15.1,81.26,165
Delhi,07-03-2016,98.61,167.78,54.69,1.28,20.44,82.97,218
Delhi,08-03-2016,84.42,134.81,43.9,1.07,26.24,61.83,230
Delhi,09-03-2016,109.16,164.84,49.75,1.16,31.56,66.4,248
Delhi,10-03-2016,129.9,240.67,60.19,1.57,26.69,92.04,276
Delhi,11-03-2016,85.76,204.96,30.44,1.69,9.58,36.99,213
Delhi,12-03-2016,60.17,,15.89,2,8.04,31.91,127
Delhi,13-03-2016,58.95,,10.63,1.43,7.25,66.25,112
Delhi,14-03-2016,51.82,79.14,38.11,1.22,18.53,55.08,111
Delhi,15-03-2016,81.32,162.38,34.54,1.74,20.36,77.88,193
Delhi,16-03-2016,67.63,152.46,36.61,1.14,17.04,48.58,123
Delhi,17-03-2016,70.86,137.98,65.89,1.12,21.48,73.05,194
Delhi,18-03-2016,72.47,133.3,64.64,1.24,27.7,70.45,186
Delhi,19-03-2016,103.73,194.95,77.89,2.2,30.74,56.49,242
Delhi,20-03-2016,95.52,167.64,57.84,1.56,20.52,97.74,267
Delhi,21-03-2016,58.4,129.21,36.37,1.14,15.98,65.16,207
Delhi,22-03-2016,47.43,139.62,31.12,0.96,13.54,70.69,176
Delhi,23-03-2016,80.01,148.1,50.45,1.29,22.15,84.89,189
Delhi,24-03-2016,156.01,228.19,88.44,2.18,24.44,169.36,341
Delhi,25-03-2016,137.99,217.03,85.91,2.1,32.84,142.38,325
Delhi,26-03-2016,72.44,122.24,42.51,1.1,23.86,66.2,259
Delhi,27-03-2016,61.75,54,37.18,0.74,18.09,66.87,178
Delhi,28-03-2016,81.46,110.31,53.01,1.04,25.75,77.27,219
Delhi,29-03-2016,89.75,156.89,48.72,1.28,42.34,67.87,206
Delhi,30-03-2016,88.68,163.7,46.74,1.35,36.91,47.01,221
Delhi,31-03-2016,127.86,218.3,61.21,2.2,19.64,62.15,298
Delhi,01-04-2016,130.7,,15.89,1.39,12.78,29.69,316
Delhi,02-04-2016,118.44,,18.29,1.88,16.35,29.38,294
Delhi,03-04-2016,148.22,217.84,44.98,1.68,27.44,69.66,314
Delhi,04-04-2016,132.86,377.61,31.55,1.51,20.54,63.44,334
Delhi,05-04-2016,97.83,174.11,20.15,1.38,18.86,28.8,261
Delhi,06-04-2016,91.82,202.91,52.54,1.4,31.06,37.04,208
Delhi,07-04-2016,129.61,329.68,58.6,1.22,35.57,32.33,289
Delhi,08-04-2016,89.78,193.14,53.55,1.52,48.86,34.75,216
Delhi,09-04-2016,166.76,272.67,63.03,1.51,46.97,47.93,314
Delhi,10-04-2016,107.81,154.18,47.95,1.77,35.24,31.6,262
Delhi,11-04-2016,81.12,246.86,36.5,0.72,22.66,61.02,257
Delhi,12-04-2016,74.03,201.81,35.44,0.71,17.85,58.47,235
Delhi,13-04-2016,74.9,247.61,46.29,1.11,25.16,58.74,239
Delhi,14-04-2016,94.81,220.48,58.81,1.32,26.21,75.75,239
Delhi,15-04-2016,137.48,285.18,76.2,1.98,37.57,85.91,302
Delhi,16-04-2016,124.13,,37.49,1.88,14.84,35.97,296
Delhi,17-04-2016,102.86,283.02,42.35,1.04,13.34,66.77,247
Delhi,18-04-2016,102.9,219.17,49.32,0.98,22.15,81.29,265
Delhi,19-04-2016,129.06,311.93,63.21,1.52,35.73,98.35,301
Delhi,20-04-2016,124.8,283.05,48.65,1.09,29.16,97.22,322
Delhi,21-04-2016,92.74,265.56,42.87,0.88,19.87,103.07,291
Delhi,22-04-2016,113.75,208.42,44.8,0.93,25.63,110.09,292
Delhi,23-04-2016,89.52,171.92,50.78,1.51,25.65,87.26,258
Delhi,24-04-2016,123.59,219.3,69.92,1.7,40.96,87.66,282
Delhi,25-04-2016,104.5,213.36,70.04,1.47,39.91,87.38,271
Delhi,26-04-2016,139.37,306.08,97.93,2.08,38.53,86.82,314
Delhi,27-04-2016,162.54,379.7,108.53,2.7,33.53,87.74,377
Delhi,28-04-2016,161.23,354.17,80.4,2.08,35.7,117.59,390
Delhi,29-04-2016,181.49,383.05,88.26,2.14,38,56.3,392
Delhi,30-04-2016,142.64,,51.53,1.82,13.83,59.71,342
Delhi,01-05-2016,124.21,,52.3,1.9,10.98,74.25,297
Delhi,02-05-2016,119.47,,41.26,1.49,10,70.42,275
Delhi,03-05-2016,125.36,284.55,59.73,1.49,21.42,101.53,281
Delhi,04-05-2016,103.08,297.94,61.77,1.44,26.13,91.18,309
Delhi,05-05-2016,65.02,173.86,46.27,1.14,18.35,79.9,262
Delhi,06-05-2016,54.34,136.92,55.07,1.12,20.23,65.26,194
Delhi,07-05-2016,77.89,193.14,66.68,0.98,20.15,75.61,229
Delhi,08-05-2016,90.19,208.75,64.2,1.1,25.25,81.61,246
Delhi,09-05-2016,77.34,168.66,48.67,1.04,18.97,79.06,225
Delhi,10-05-2016,73.55,174.94,57.52,1.05,22.26,68.57,221
Delhi,11-05-2016,66.49,112.6,52.3,0.98,16.32,61.02,185
Delhi,12-05-2016,100.09,207.98,64.25,1.34,17.95,76.43,218
Delhi,13-05-2016,99.88,250.51,60.29,1.1,16.54,95.52,310
Delhi,14-05-2016,105.51,292.64,67.71,1.44,20.49,86.22,307
Delhi,15-05-2016,128.85,379.8,57.06,1.83,18.7,56.63,325
Delhi,16-05-2016,94.89,247.95,58.46,1.12,21.19,62.4,316
Delhi,17-05-2016,92.95,249.27,62.4,1.19,27.34,89.66,302
Delhi,18-05-2016,117.64,266.72,80.57,1.76,31.96,105.42,318
Delhi,19-05-2016,94.22,219.01,67.73,1.86,27.98,85.76,300
Delhi,20-05-2016,70.86,186.97,52.02,1.07,12.82,77.8,246
Delhi,21-05-2016,78.02,233.72,48.23,0.96,13.08,107.9,255
Delhi,22-05-2016,66.3,149.31,53.42,0.99,15.3,101.65,218
Delhi,23-05-2016,87.31,163.9,45.86,0.79,16.69,93.48,252
Delhi,24-05-2016,57.35,103.26,43.57,0.89,13.46,75.38,190
Delhi,25-05-2016,105.02,240.52,50.77,1.48,13.98,126.55,256
Delhi,26-05-2016,111.22,293.73,48.12,1.06,11.79,160.06,311
Delhi,27-05-2016,180.71,379.29,50.38,1.29,13.73,169.35,381
Delhi,28-05-2016,109.82,314,34.37,0.96,15.48,120.76,409
Delhi,29-05-2016,42.67,169.36,35.71,0.87,10.6,101.26,269
Delhi,30-05-2016,56.87,101.24,50.18,1.39,11.3,73.43,187
Delhi,31-05-2016,101.54,214.14,49.41,1.29,9.15,83.4,225
Delhi,01-06-2016,76.56,251.87,44.55,1.04,13.11,86.34,283
Delhi,02-06-2016,81.4,298.5,49.88,1.3,13.87,94.77,316
Delhi,03-06-2016,138.97,296.64,74.99,1.7,21.41,129.18,361
Delhi,04-06-2016,137.81,274.63,75.26,1.48,15.4,115.31,330
Delhi,05-06-2016,77.72,166.28,36.69,0.99,11.7,78.8,256
Delhi,06-06-2016,84.61,208.17,45.47,1.48,14.68,100.24,237
Delhi,07-06-2016,66.72,152.18,45.5,1.77,15.9,82.33,246
Delhi,08-06-2016,64.08,143.88,57.31,1.45,19.95,79.75,202
Delhi,09-06-2016,64.95,187.69,49.67,1.75,15.09,84.94,209
Delhi,10-06-2016,75.75,239.74,51.75,3.84,18.14,92.8,262
Delhi,11-06-2016,69.25,225.52,38.84,3.61,9.83,68.93,280
Delhi,12-06-2016,70.71,272.34,40.04,2.59,9.78,70.91,279
Delhi,13-06-2016,96.72,332.91,34.52,3.24,10.14,98.09,357
Delhi,14-06-2016,59.02,197.51,38.55,3.44,8.29,57.42,266
Delhi,15-06-2016,102.42,330.36,37.74,1.59,11.23,65.24,330
Delhi,16-06-2016,62.37,109.42,30.44,2.49,9.89,56.97,248
Delhi,17-06-2016,67.76,120.06,41.27,1.87,10.43,59.25,172
Delhi,18-06-2016,79.17,142.57,33.98,1.94,8.64,68.32,234
Delhi,19-06-2016,101.31,101.54,32.55,2.64,9.51,56.24,201
Delhi,20-06-2016,83.1,84.18,40.24,2.11,11.24,52.76,206
Delhi,21-06-2016,72.33,54.85,32.04,2.49,10.54,43.4,159
Delhi,22-06-2016,75.14,99.89,31.89,3.73,7.88,51.74,187
Delhi,23-06-2016,91.63,98.88,37.7,2.11,8.34,55.92,228
Delhi,24-06-2016,100.02,331.1,45.29,2.02,9.03,101.3,284
Delhi,25-06-2016,67.12,175.26,50.91,1.09,10.87,79.26,310
Delhi,26-06-2016,48,86.63,40.57,0.85,8.71,58.37,158
Delhi,27-06-2016,76.76,112.46,37.28,1.71,7.63,51.76,154
Delhi,28-06-2016,80.89,96.05,40.07,3,9.77,55.61,187
Delhi,29-06-2016,60.67,68.43,37.01,2.08,10.22,44.44,180
Delhi,30-06-2016,69.65,103.25,34.17,2.39,9.43,51.31,190
Delhi,01-07-2016,58.21,113.1,29.28,2.23,7.97,37.35,164
Delhi,02-07-2016,57.24,96.62,33.9,2.93,7.81,40.49,148
Delhi,03-07-2016,67.6,95.26,36.79,2.78,8.77,48.9,154
Delhi,04-07-2016,57.1,75.83,37.93,1.72,8.88,52.3,160
Delhi,05-07-2016,68.71,162.2,47.24,2.22,8.51,55.57,165
Delhi,06-07-2016,77.71,143.29,34.78,2.64,7.6,57.81,210
Delhi,07-07-2016,54.5,80.82,27.69,2.18,8.73,42.67,158
Delhi,08-07-2016,54.96,98.86,42.07,1.58,8.38,45.55,172
Delhi,09-07-2016,52.95,87.81,30.77,1.96,7.73,45.1,151
Delhi,10-07-2016,59.13,86.18,35.91,1.72,7.94,43.24,143
Delhi,11-07-2016,60.92,74.51,33.57,1.08,7.74,42.22,156
Delhi,12-07-2016,39.32,57.16,32.55,2.36,9.06,43.95,108
Delhi,13-07-2016,71.53,79.1,31.96,1.82,8.23,50.01,163
Delhi,14-07-2016,73.51,56.29,29.7,5,7.39,47.3,247
Delhi,15-07-2016,52.88,88.23,29.17,4.65,6.58,36.35,123
Delhi,16-07-2016,50.99,44.48,22.38,1.21,7.18,33.31,106
Delhi,17-07-2016,75.93,38.59,15.75,2.48,7,28.11,202
Delhi,18-07-2016,44.08,77.07,32.85,1.47,7.31,36.73,120
Delhi,19-07-2016,42.14,166.27,31.4,1.31,6.78,44.7,135
Delhi,20-07-2016,56.86,203.09,34.96,1.16,9.36,61.07,245
Delhi,21-07-2016,45.64,240.86,37.8,0.87,7.27,56.3,280
Delhi,22-07-2016,48.36,157.41,37.42,1.14,8.63,64.4,269
Delhi,23-07-2016,42.09,80.14,23.88,0.84,7.23,51.32,163
Delhi,24-07-2016,59.4,124.47,56.56,1.45,8.91,65.42,
Delhi,25-07-2016,76.29,163.57,58.4,1.32,7.93,62.62,195
Delhi,26-07-2016,54.5,95.08,40.48,1.08,8.2,52.3,163
Delhi,27-07-2016,40.55,58.09,40.86,1.36,10.82,56.73,108
Delhi,28-07-2016,46.44,68.69,42.81,1.34,9.95,72.25,134
Delhi,29-07-2016,56.16,76.89,44.18,1.76,9.87,70.34,155
Delhi,30-07-2016,42.7,50,36.78,1.55,8.69,49.28,116
Delhi,31-07-2016,48.03,70.62,32.5,1.29,8.01,85.11,136
Delhi,01-08-2016,43.47,53.42,29.86,1.29,10.33,68.03,150
Delhi,02-08-2016,43.55,55.33,34.87,2.69,8.23,91.54,121
